# Step PotentialEnergy(eV) KineticEnergy(eV) TotalEnergy(eV)
1290 131.280449753796 39.483894003805 170.764343757601
1300 130.833746654636 39.9304854276592 170.764232082295
1310 130.434627596491 40.3295649440626 170.764192540553
1320 130.156145316553 40.6080539083816 170.764199224935
1330 129.994850082216 40.7693689430323 170.764219025248
1340 129.928011654376 40.8361967172626 170.764208371639
1350 129.978141531467 40.786014468457 170.764155999924
1360 130.220785481128 40.5433640902442 170.764149571372
1370 130.665461229547 40.0988184388096 170.764279668357
1380 131.140769405479 39.6237199388538 170.764489344332
1390 131.373550905132 39.3910682005178 170.764619105649
1400 131.203785020666 39.5607959849859 170.764581005652
1410 130.706418244495 40.0580093056395 170.764427550135
1420 130.122446840331 40.6418223294095 170.76426916974
1430 129.703668293585 41.0605065877869 170.764174881372
1440 129.604390008029 41.1597733848003 170.76416339283
1450 129.844379340935 40.9198497613782 170.764229102314
1460 130.319135213699 40.445193076116 170.764328289815
1470 130.868432906182 39.8959560105863 170.764388916769
1480 131.378923975663 39.3854593264101 170.764383302073
1490 131.826476788334 38.9378756149605 170.764352403294
1500 132.229240134076 38.5350942111081 170.764334345184
1510 132.599912600942 38.1644082940848 170.764320895026
1520 132.951953851532 37.8123495828875 170.764303434419
1530 133.304445743576 37.459866284697 170.764312028273
1540 133.639530573063 37.1248453739149 170.764375946978
1550 133.866517364713 36.8979468494691 170.764464214183
1560 133.867894240875 36.8966119426375 170.764506183513
1570 133.596037771328 37.1684369958454 170.764474767173
1580 133.110811673173 37.6535978213406 170.764409494513
1590 132.525275873368 38.2390829324048 170.764358805773
1600 131.933910846894 38.8304238567405 170.764334703635
1610 131.389332927388 39.3749829468356 170.764315874224
1620 130.928895454009 39.835376941352 170.764272395361
1630 130.614548513726 40.1496583900451 170.764206903771
1640 130.528139777453 40.2360384438137 170.764178221267
1650 130.696012420702 40.0682296934947 170.764242114197
1660 131.02206933873 39.7422963621121 170.764365700842
1670 131.336832071965 39.4276116771089 170.764443749074
1680 131.5395713529 39.2248340524853 170.764405405386
1690 131.692824492193 39.0714580215151 170.764282513708
1700 131.976834410644 38.7873368253544 170.764171235999
1710 132.553803679843 38.2103411533985 170.764144833242
1720 133.459775850409 37.3044437524077 170.764219602816
1730 134.574055717217 36.1903365471245 170.764392264342
1740 135.626554381951 35.1380897978846 170.764644179836
1750 136.242956093311 34.5219178989009 170.764873992212
1760 136.103330307129 34.661583905373 170.764914212502
1770 135.175404950949 35.5892865387541 170.764691489704
1780 133.808896530173 36.9554264349062 170.764322965079
1790 132.565542868855 38.1984743866414 170.764017255496
1800 131.914830290843 38.8490965305133 170.763926821356
1810 132.003650824072 38.760434347008 170.76408517108
1820 132.604360355504 38.1600429611509 170.764403316655
1830 133.249996365396 37.5147109686735 170.764707334069
1840 133.49444429497 37.2703792033439 170.764823498314
1850 133.168406761605 37.5962671089624 170.764673870567
1860 132.490200674596 38.2741292895742 170.76432996417
1870 131.955043492023 38.8089473229023 170.763990814926
1880 132.041060266707 38.7228171474121 170.763877414119
1890 132.891927139691 37.8721518606299 170.764079000321
1900 134.195694427236 36.5687694510193 170.764463878255
1910 135.376126874485 35.3886507395251 170.76477761401
1920 135.954545365014 34.8103128548402 170.764858219854
1930 135.788774210775 34.9759476224598 170.764721833235
1940 135.065651480227 35.6988050408938 170.764456521121
1950 134.176666467013 36.5874653472411 170.764131814254
1960 133.595229788706 37.1686306018009 170.763860390506
1970 133.691705949219 37.0721328627166 170.763838811935
1980 134.462063071246 36.302091675862 170.764154747108
1990 135.432683835262 35.331891568078 170.76457540334
2000 135.995019366048 34.7697232652273 170.764742631275
2010 135.893330603006 34.8712735931915 170.764604196198
2020 135.312446152862 35.4519492696257 170.764395422487
2030 134.574053428618 36.1902171259571 170.764270554576
2040 133.903987093937 36.8602304730009 170.764217566938
2050 133.416347014664 37.3478631575454 170.76421017221
2060 133.141184811714 37.623074729133 170.764259540847
2070 133.017942697487 37.7464138826555 170.764356580142
2080 132.915897122929 37.8485521905357 170.764449313465
2090 132.707892889836 38.0565915785819 170.764484468418
2100 132.345139935646 38.4193042934042 170.76444422905
2110 131.885358111521 38.8789832856692 170.76434139719
2120 131.474886207938 39.2893288821464 170.764215090085
2130 131.287267799281 39.4768707332896 170.764138532571
2140 131.417167942617 39.34700709894 170.764175041557
2150 131.795660494572 38.968641726912 170.764302221484
2160 132.228202249949 38.5361971777843 170.764399427733
2170 132.566045275153 38.1982999274962 170.764345202649
2180 132.869830895169 37.8943341124256 170.764165007594
2190 133.369103152286 37.3949375450722 170.764040697358
2200 134.211278431317 36.552854034269 170.764132465586
2210 135.236542707336 35.5278976134134 170.764440320749
2220 135.980151818079 34.7846475918006 170.76479940988
2230 135.924295821416 34.8406525351948 170.764948356611
2240 134.876559655574 35.8881855034268 170.764745159001
2250 133.164947308747 37.5993785294648 170.764325838212
2260 131.445457851614 39.3184798355096 170.763937687124
2270 130.332568811498 40.4311875284356 170.763756339934
2280 130.116964605461 40.6469019531055 170.763866558567
2290 130.641090822079 40.1231120433854 170.764202865464
2300 131.414510953285 39.3499913415597 170.764502294845
2310 131.990021850499 38.7745238808282 170.764545731327
2320 132.269052095667 38.4953597973915 170.764411893058
2330 132.414988325542 38.34932155316 170.764309878702
2340 132.569637363253 38.1947034232222 170.764340786476
2350 132.697060752219 38.0674161352865 170.764476887506
2360 132.618410205751 38.1461985775503 170.764608783301
2370 132.171642450067 38.592969425958 170.764611876025
2380 131.38747664074 39.3769644849233 170.764441125663
2390 130.545271908173 40.2189137202115 170.764185628385
2400 130.040076660506 40.7239289544184 170.764005614925
2410 130.15329527695 40.6106925477574 170.763987824708
2420 130.920643167878 39.8434453120811 170.764088479959
2430 132.174649581888 38.5895920730028 170.764241654891
2440 133.628417559999 37.1360482585254 170.764465818525
2450 134.872021120102 35.8927557704651 170.764776890567
2460 135.391234237749 35.3738050911079 170.765039328857
2470 134.78257372757 35.9824668482688 170.765040575838
2480 133.057262440786 37.7074327594279 170.764695200214
2490 130.755956131416 40.0081684429515 170.764124574368
2500 128.75106579573 42.0125393619918 170.763605157722
2510 127.821116576629 42.9423001896258 170.763416766255
2520 128.230759319993 42.5329122484182 170.763671568411
2530 129.574132892379 41.1900776322902 170.764210524669
2540 131.024847503084 39.7398204262207 170.764667929304
2550 131.869822581478 38.8949667670479 170.764789348526
2560 131.88387785105 38.8807694026515 170.764647253701
2570 131.259808949916 39.5046210319893 170.764429981905
2580 130.349089379279 40.4151268213299 170.764216200608
2590 129.519916191601 41.2441050139087 170.76402120551
2600 129.103459962127 41.6604413578481 170.763901319975
2610 129.299465944413 41.4644785820183 170.763944526431
2620 130.056752083912 40.7074040124151 170.764156096327
2630 131.077914415866 39.6864812900176 170.764395705884
2640 132.019067234045 38.7454334358884 170.764500669933
2650 132.714777096087 38.0496823051032 170.764459401191
2660 133.199841256756 37.5645611726864 170.764402429442
2670 133.539487786954 37.2249421373886 170.764429924342
2680 133.699922035501 37.0645609848837 170.764483020384
2690 133.62479865315 37.1396443834586 170.764443036609
2700 133.383078703254 37.38125643178 170.764335135034
2710 133.137166759585 37.6271113901909 170.764278149775
2720 132.992238545915 37.7720433523944 170.76428189831
2730 132.973535010931 37.7907329963625 170.764268007294
2740 133.11497342458 37.6492588775784 170.764232302158
2750 133.462110229581 37.302143494319 170.7642537239
2760 133.97473001682 36.7896325449591 170.764362561779
2770 134.492736576615 36.2717537078985 170.764490284513
2780 134.831842141765 35.9327109860181 170.764553127783
2790 134.901780130315 35.8627541780984 170.764534308413
2800 134.733437441426 36.0310419364473 170.764479377874
2810 134.41705007675 36.3473822336113 170.764432310362
2820 134.038125857237 36.7262632716504 170.764389128887
2830 133.675954781662 37.088364894266 170.764319675928
2840 133.436140660583 37.3280939798795 170.764234640463
2850 133.42907281265 37.3351336430679 170.764206455718
2860 133.673747049125 37.0905284265558 170.764275475681
2870 134.051261622098 36.7130999981179 170.764361620215
2880 134.413259794575 36.3511043169431 170.764364111518
2890 134.71327379039 36.0510510172779 170.764324807667
2900 134.958868929628 35.8054922779804 170.764361207608
2910 135.069781182432 35.6946800038698 170.764461186301
2920 134.896305861413 35.8681851171786 170.764490978592
2930 134.392338863929 36.372042242093 170.764381106022
2940 133.712810675354 37.0513673701293 170.764178045483
2950 133.154773013324 37.6091992375362 170.76397225086
2960 133.021450392118 37.7424183136266 170.763868705744
2970 133.46163348055 37.3023162528721 170.763949733422
2980 134.348354981986 36.4158556943865 170.764210676373
2990 135.289667785318 35.4748673587437 170.764535144062
3000 135.806643053227 34.9580885294023 170.76473158263
3010 135.613215081133 35.1514462430009 170.764661324134
3020 134.811188648356 35.9531841655371 170.764372813893
3030 133.824952059599 36.9390957848075 170.764047844406
3040 133.147903027977 37.6159206312523 170.76382365923
3050 133.13072841435 37.6330259974588 170.763754411809
3060 133.879323144988 36.8845580058337 170.763881150822
3070 135.193766778749 35.5704354743015 170.76420225305
3080 136.586367300609 34.1782286964859 170.764595997095
3090 137.468574833224 33.296289130223 170.764863963447
3100 137.442465866851 33.3224038943451 170.764869761196
3110 136.503866220257 34.260764612625 170.764630832882
3120 135.023291779081 35.7410004188416 170.764292197922
3130 133.537333565186 37.2266801846901 170.764013749876
3140 132.507830419334 38.2560454587507 170.763875878085
3150 132.184295159689 38.5795921186144 170.763887278303
3160 132.572008417827 38.1920307716165 170.764039189444
3170 133.446908177829 37.3173762483898 170.764284426219
3180 134.442827717635 36.3216614815612 170.764489199196
3190 135.25053985301 35.5140010963839 170.764540949394
3200 135.774305734081 34.9901988988587 170.76450463294
3210 136.054018653979 34.710501426861 170.76452008084
3220 136.088203637297 34.6763690855181 170.764572722815
3230 135.849014941493 34.9154942146004 170.764509156093
3240 135.471273317418 35.2929957177448 170.764269035163
3250 135.314896714724 35.4491106314868 170.764007346211
3260 135.739914184673 35.0240493122964 170.76396349697
3270 136.773623793833 33.9906107903086 170.764234584142
3280 137.986035277198 32.778630820466 170.764666097664
3290 138.723437148634 32.0415223040523 170.764959452686
3300 138.540935112456 32.2239863140893 170.764921426545
3310 137.483950962245 33.2806615951155 170.76461255736
3320 136.011312506403 34.7529354082918 170.764247914695
3330 134.68794955522 36.0760563546065 170.764005909826
3340 133.911622465256 36.8523304198636 170.763952885119
3350 133.797491179285 36.9665798399949 170.76407101928
3360 134.197456668199 36.5668330351385 170.764289703338
3370 134.808543702349 35.9559567820109 170.764500484359
3380 135.338139520899 35.4264470958545 170.764586616753
3390 135.672312902043 35.0921775378448 170.764490439888
3400 135.948768186082 34.8155111351044 170.764279321186
3410 136.449911233959 34.314210990791 170.76412222475
3420 137.357034388961 33.4071346768331 170.764169065794
3430 138.536982901361 32.2274588513969 170.764441752758
3440 139.519553657889 31.2452621465636 170.764815804452
3450 139.700398130251 31.064664254944 170.765062385195
3460 138.698986729778 32.0659724494756 170.764959179253
3470 136.683262057657 34.0812384691752 170.764500526832
3480 134.366463226975 36.3974944634032 170.763957690379
3490 132.609185403924 38.1544402227172 170.763625626641
3500 131.969438158307 38.7941642524542 170.763602410761
3510 132.519890286086 38.2439395541429 170.763829840229
3520 133.913097778542 36.8511067071849 170.764204485727
3530 135.55062803141 35.2139627578303 170.764590789241
3540 136.81181660147 33.9530069988684 170.764823600339
3550 137.308524089512 33.456295189925 170.764819279437
3560 137.012811948182 33.751847876452 170.764659824634
3570 136.1544783401 34.6100051568001 170.764483496901
3580 135.028074222109 35.7362696505842 170.764343872693
3590 133.896620385721 36.8676051224395 170.764225508161
3600 132.989065999497 37.7750596539158 170.764125653413
3610 132.492537505339 38.2715327691768 170.764070274515
3620 132.513969489316 38.2501059187595 170.764075408076
3630 133.055126467684 37.7090091840031 170.764135651688
3640 134.014378059602 36.7498775735836 170.764255633186
3650 135.180907149695 35.5835371997019 170.764444349396
3660 136.236929800114 34.527716221914 170.764646022028
3670 136.854042246675 33.9106925070811 170.764734753756
3680 136.87686616278 33.8877802155668 170.764646378347
3690 136.415135041663 34.349336951723 170.764471993386
3700 135.723713306756 35.0406346358985 170.764347942655
3710 135.011711661426 35.7525945723991 170.764306233825
3720 134.378306217461 36.3859955437837 170.764301761244
3730 133.858646929045 36.9056556874367 170.764302616482
3740 133.47012250927 37.2941630842224 170.764285593493
3750 133.249200199627 37.5150227905156 170.764222990143
3760 133.286780546872 37.4773441078893 170.764124654761
3770 133.710198373669 37.0538604765759 170.764058850244
3780 134.587353373094 36.1767518509634 170.764105224057
3790 135.81786359206 34.9464196450027 170.764283237063
3800 137.111464148114 33.6530551614715 170.764519309586
3810 138.100756228626 32.6639218915673 170.764678120193
3820 138.53893420739 32.2257234284954 170.764657635885
3830 138.442634777313 32.32185669629 170.764491473603
3840 138.041058428965 32.7232783361738 170.764336765139
3850 137.555984517218 33.2083356177391 170.764320134958
3860 137.027807641444 33.7365884904007 170.764396131845
3870 136.379031179423 34.3853663471596 170.764397526583
3880 135.640484527052 35.1237658436127 170.764250370664
3890 135.049923109215 35.7141494714649 170.76407258068
3900 134.8908797605 35.8731383987322 170.764018159233
3910 135.273607913425 35.4905046166922 170.764112530117
3920 136.086125597632 34.6781444206125 170.764270018245
3930 137.106298246476 33.6581065040661 170.764404750543
3940 138.125523274328 32.6389772115412 170.764500485869
3950 138.98332122963 31.7812656030887 170.764586832719
3960 139.540851483584 31.2238141979347 170.764665681519
3970 139.684216716867 31.0804935058501 170.764710222717
3980 139.357838930909 31.4068877592567 170.764726690165
3990 138.558740954096 32.2059803321546 170.764721286251
4000 137.333111314736 33.4315258843483 170.764637199084
4010 135.846612088403 34.9178129488175 170.764425037221
4020 134.438617818278 36.3255282310272 170.764146049305
4030 133.528564197007 37.2353844344504 170.763948631457
4040 133.404421189939 37.3595319939526 170.763953183891
4050 134.049535566153 36.7146348950851 170.764170461238
4060 135.126644349991 35.6378565491357 170.764500899126
4070 136.126359865155 34.6384276544582 170.764787519613
4080 136.602873857637 34.1620219279262 170.764895785563
4090 136.376194985084 34.3885934387199 170.764788423804
4100 135.590610286635 35.173934164061 170.764544450696
4110 134.602456291824 36.1618432162405 170.764299508064
4120 133.783603510023 36.9805437850041 170.764147295027
4130 133.379241100743 37.3848529943319 170.764094095075
4140 133.4844509754 37.2796596901364 170.764110665537
4150 134.07735571565 36.6868295223883 170.764185238039
4160 135.042107350593 35.7221876747625 170.764295025355
4170 136.207942230133 34.5564563464422 170.764398576576
4180 137.404710062144 33.3597960467661 170.76450610891
4190 138.451022864355 32.3136486746774 170.764671539032
4200 139.092443696742 31.6724258761218 170.764869572864
4210 139.046573185655 31.7183862994225 170.764959485078
4220 138.198060148572 32.5667645794388 170.764824728011
4230 136.757328625649 34.0071826383951 170.764511264044
4240 135.197814030599 35.5663668362936 170.764180866893
4250 134.02780179268 36.7361603485283 170.763962141208
4260 133.591612964526 37.1722962030202 170.763909167546
4270 133.970135266383 36.7939189134302 170.764054179814
4280 134.93437546932 35.8300048109703 170.764380280291
4290 135.991074105891 34.773667653231 170.764741759122
4300 136.606688280705 34.1582356392481 170.764923919953
4310 136.514421280105 34.2504068947086 170.764828174814
4320 135.855479246184 34.9090714883884 170.764550734573
4330 135.046745998929 35.7175261354826 170.764272134412
4340 134.519516876416 36.244597816339 170.764114692755
4350 134.528139834172 36.2359688462682 170.764108680441
4360 135.0900070424 35.6742285749762 170.764235617376
4370 136.011032832312 34.7534117790398 170.764444611352
4380 136.971492851508 33.7931502756004 170.764643127108
4390 137.670380671201 33.094353379774 170.764734050975
4400 137.96856499398 32.7961206451527 170.764685639133
4410 137.933324261787 32.831236501315 170.764560763102
4420 137.747833398985 33.0166274973389 170.764460896324
4430 137.563586689801 33.2008555957944 170.764442285595
4440 137.412958911131 33.3515310193765 170.764489930507
4450 137.227652081594 33.5368884077403 170.764540489334
4460 136.933229060139 33.8312955067391 170.764524566878
4470 136.553009504182 34.2114074046542 170.764416908836
4480 136.24371752609 34.5205573664512 170.764274892541
4490 136.21009025977 34.5541279666223 170.764218226392
4500 136.534956752858 34.2293660451663 170.764322798024
4510 137.07272241131 33.6918086131285 170.764531024438
4520 137.526747809305 33.237950944127 170.764698753432
4530 137.649479417003 33.1152474964362 170.764726913439
4540 137.387848721214 33.376779697002 170.764628418216
4550 136.875547161583 33.8889388986656 170.764486060248
4560 136.319857095329 34.4445238708498 170.764380966179
4570 135.881850141032 34.8825028640763 170.764353005108
4580 135.613938613772 35.1504517029389 170.764390316711
4590 135.473544091478 35.2909040369006 170.764448128378
4600 135.384735684746 35.3797567620917 170.764492446838
4610 135.288383492568 35.4761325495784 170.764516042146
4620 135.157985944318 35.6065271700072 170.764513114326
4630 135.009111812543 35.7553647048925 170.764476517435
4640 134.904369462212 35.8600574617396 170.764426923951
4650 134.920835434176 35.8435667027436 170.764402136919
4660 135.096514848107 35.6678979160749 170.764412764182
4670 135.412810271815 35.3516291752994 170.764439447114
4680 135.819544777835 34.9449169915235 170.764461769358
4690 136.265542145656 34.4989314435417 170.764473589198
4700 136.710435659484 34.0540532058744 170.764488865358
4710 137.108751834011 33.655783420068 170.764535254079
4720 137.379020428454 33.3855882298893 170.764608658343
4730 137.418954589253 33.3456758190505 170.764630408303
4740 137.212051730892 33.5524690616214 170.764520792513
4750 136.920757714009 33.8435814585156 170.764339172524
4760 136.793967610342 33.970285760305 170.764253370647
4770 136.937718959548 33.826635396537 170.764354356085
4780 137.193120135901 33.5714480786028 170.764568214504
4790 137.24722100678 33.5174924887778 170.764713495558
4800 136.89378153387 33.8708663977884 170.764647931659
4810 136.227629280736 34.5367962381249 170.764425518861
4820 135.566478770492 35.1977745876355 170.764253358127
4830 135.166744353704 35.5975145730614 170.764258926766
4840 135.042744529873 35.7216235175361 170.764368047409
4850 135.057446892465 35.7069743238925 170.764421216357
4860 135.132458326464 35.6319160737014 170.764374400165
4870 135.309590833442 35.4547514105182 170.76434224396
4880 135.609998999561 35.1544142063637 170.764413205924
4890 135.926064472191 34.8384504514547 170.764514923646
4900 136.116773837054 34.6477524701569 170.764526307211
4910 136.168132692588 34.5962994605381 170.764432153126
4920 136.212485730661 34.5518458009555 170.764331531617
4930 136.391596386259 34.3727227220515 170.764319108311
4940 136.72657448897 34.037794359456 170.764368848426
4950 137.151202427485 33.6131654878167 170.764367915302
4960 137.662456793602 33.1018154847163 170.764272278318
4970 138.379815499974 32.3843670074132 170.764182507387
4980 139.409129793511 31.3551106868817 170.764240480393
4990 140.64739424625 30.1170881990032 170.764482445254
5000 141.73216544224 29.032640465506 170.764805907746
5010 142.19052069886 28.5745205839053 170.765041282765
5020 141.688886259916 29.0761619010385 170.765048160955
5030 140.238728474453 30.5260653342918 170.764793808745
5040 138.23828065314 32.5261084383391 170.764389091479
5050 136.300568122495 34.4634790136581 170.764047136153
5060 134.938375878399 35.8255710351605 170.76394691356
5070 134.309065212889 36.4550155869231 170.764080799813
5080 134.228705085154 36.5355526836403 170.764257768794
5090 134.439247111143 36.3250671987541 170.764314309897
5100 134.839115338627 35.9251714230611 170.764286761688
5110 135.444696406696 35.3196276908026 170.764324097499
5120 136.192178735008 34.5723081569865 170.764486891995
5130 136.852617042801 33.9120571836648 170.764674226466
5140 137.165849991563 33.5988923428491 170.764742334412
5150 137.03798218195 33.7266734801728 170.764655662123
5160 136.599854489012 34.1646244497372 170.764478938749
5170 136.122637178132 34.6416472730227 170.764284451155
5180 135.905108135029 34.8590268529733 170.764134988003
5190 136.16682539178 34.5972825309306 170.76410792271
5200 136.93149144856 33.8327635202469 170.764254968807
5210 137.962148798244 32.8023697209055 170.764518519149
5220 138.85548858016 31.9092464435975 170.764735023757
5230 139.278644090729 31.4861313934089 170.764775484138
5240 139.154936242592 31.6097269289199 170.764663171512
5250 138.641927429436 32.1225826543963 170.764510083832
5260 137.977978072597 32.7864147931549 170.764392865752
5270 137.362449176795 33.4018734695426 170.764322646338
5280 136.923858407705 33.8404203698589 170.764278777564
5290 136.734538048909 34.0297237299198 170.764261778829
5300 136.80420262292 33.9600993357793 170.7643019587
5310 137.047097923427 33.7172937785885 170.764391702015
5320 137.306412046085 33.4580454382177 170.764457484303
5330 137.466490372418 33.2979362555673 170.764426627985
5340 137.556878745763 33.2074441229383 170.764322868701
5350 137.713348625065 33.0509436095069 170.764292234572
5360 137.976607473865 32.7878346593222 170.764442133187
5370 138.151522001626 32.6131466091369 170.764668610763
5380 137.948250121551 32.8165060819709 170.764756203521
5390 137.275850846354 33.4887552609823 170.764606107336
5400 136.379369610933 34.3849484961025 170.764318107036
5410 135.698277331352 35.0658139207854 170.764091252137
5420 135.582076265552 35.1819794765609 170.764055742113
5430 136.100272676527 34.6639059151859 170.764178591713
5440 137.079019414749 33.6853104911728 170.764329905922
5450 138.275723576079 32.488714159042 170.764437735121
5460 139.483616460338 31.2809356886853 170.764552149023
5470 140.481079068217 30.2836555317131 170.76473459993
5480 140.972218461657 29.7926894890868 170.764907950744
5490 140.709556644178 30.0553333552834 170.764889999461
5500 139.743137618821 31.021472452141 170.764610070962
5510 138.505973052776 32.2582585703968 170.764231623173
5520 137.575094957832 33.1889183554679 170.7640133133
5530 137.297516900162 33.4665631899182 170.76408009008
5540 137.601348546695 33.1629940182604 170.764342564955
5550 138.115655326563 32.648945071769 170.764600398332
5560 138.459606959397 32.3050973107405 170.764704270138
5570 138.467173809951 32.2974733889291 170.76464719888
5580 138.210354424177 32.5541745175792 170.764528941756
5590 137.866543236444 32.897892114399 170.764435350844
5600 137.594778666129 33.1695890493656 170.764367715495
5610 137.519811103512 33.2444896978499 170.764300801362
5620 137.754092499829 33.0101745844492 170.764267084278
